Ctx_Color_List,stim_key_map_ctx1,stim_key_map_ctx2,stim_key_remap_ctx1,stim_key_remap_ctx2,Import_File.thisRepN,Import_File.thisTrialN,Import_File.thisN,Import_File.thisIndex,Import_File.ran,Stim,Ctx_Color,Key,KeyNum,imStim,X_Pos,Y_Pos,Hand,Check,Cross,participant,session,date,expName,psychopyVersion,OS,frameRate,Instr_RT_Old_Press.keys,Instr_RT_Old_Press.rt,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,RT_Press.keys,RT_Press.corr,RT_Press.rt,Symbol,Shape,Ctx,Color,Stim_Num,Key_Num,Stim_Type,True_Key,Block_Type,Remap,Repeat_Count,Trial_Count,Grp,Block_Num,Prep_Time,Ctx_Prep_Time,Actual_Press,RT,Correct,Session,RT_Old_Iter.thisRepN,RT_Old_Iter.thisTrialN,RT_Old_Iter.thisN,RT_Old_Iter.thisIndex,RT_Old_Iter.ran,RT_Old_Block.thisRepN,RT_Old_Block.thisTrialN,RT_Old_Block.thisN,RT_Old_Block.thisIndex,RT_Old_Block.ran
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.521185,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,30,1,6,99,99,i,0.521185,1,2,30,0,30,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.86553,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,31,1,6,99,99,u,0.86553,1,2,31,0,31,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.503845,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,32,1,6,99,99,h,0.503845,1,2,32,0,32,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.6326,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,33,1,6,99,99,h,0.6326,1,2,33,0,33,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.96252,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,34,1,6,99,99,i,0.96252,1,2,34,0,34,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.6648,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,35,1,6,99,99,u,0.6648,1,2,35,0,35,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.92905,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,36,1,6,99,99,i,0.92905,1,2,36,0,36,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.39849,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,37,1,6,99,99,i,0.39849,1,2,37,0,37,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.65705,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,38,1,6,99,99,u,0.65705,1,2,38,0,38,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.50582,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,39,1,6,99,99,h,0.50582,1,2,39,0,39,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.7089,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,40,1,6,99,99,u,0.7089,1,2,40,0,40,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.536845,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,41,1,6,99,99,h,0.536845,1,2,41,0,41,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.21579,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,42,1,6,99,99,u,1.21579,1,2,42,0,42,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.876235,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,43,1,6,99,99,i,0.876235,1,2,43,0,43,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.82259,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,44,1,6,99,99,i,0.82259,1,2,44,0,44,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,0.637375,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,45,1,6,99,99,h,0.637375,0,2,45,0,45,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.6583,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,46,1,6,99,99,h,0.6583,1,2,46,0,46,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,1.665375,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,47,1,6,99,99,h,1.665375,1,2,47,0,47,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.36972,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,48,1,6,99,99,u,1.36972,1,2,48,0,48,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.70911,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,49,1,6,99,99,u,1.70911,1,2,49,0,49,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.641945,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,50,1,6,99,99,h,0.641945,1,2,50,0,50,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.88451,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,51,1,6,99,99,i,0.88451,1,2,51,0,51,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,2.003305,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,52,1,6,99,99,h,2.003305,0,2,52,0,52,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.50866,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,53,1,6,99,99,h,0.50866,1,2,53,0,53,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,1.457775,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,54,1,6,99,99,h,1.457775,1,2,54,0,54,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.92928,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,55,1,6,99,99,u,0.92928,1,2,55,0,55,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.481485,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,56,1,6,99,99,i,0.481485,1,2,56,0,56,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.726995,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,57,1,6,99,99,h,0.726995,1,2,57,0,57,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.760045,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,58,1,6,99,99,u,0.760045,1,2,58,0,58,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.6193,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,59,1,6,99,99,i,0.6193,1,2,59,0,59,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.69535,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,60,1,6,99,99,u,0.69535,1,2,60,0,60,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.2178,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,61,1,6,99,99,i,1.2178,1,2,61,0,61,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.78692,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,62,1,6,99,99,h,0.78692,1,2,62,0,62,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.16225,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,63,1,6,99,99,i,1.16225,1,2,63,0,63,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.72098,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,64,1,6,99,99,h,0.72098,1,2,64,0,64,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.74188,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,65,1,6,99,99,u,0.74188,1,2,65,0,65,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.637285,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,66,1,6,99,99,h,0.637285,1,2,66,0,66,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,0,0.684935,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,67,1,6,99,99,u,0.684935,0,2,67,0,67,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.64357,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,68,1,6,99,99,h,0.64357,1,2,68,0,68,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.953515,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,69,1,6,99,99,u,0.953515,1,2,69,0,69,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.57473,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,70,1,6,99,99,u,1.57473,1,2,70,0,70,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.60361,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,71,1,6,99,99,i,0.60361,1,2,71,0,71,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.51606,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,72,1,6,99,99,i,0.51606,1,2,72,0,72,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.547345,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,73,1,6,99,99,u,0.547345,1,2,73,0,73,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.348275,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,74,1,6,99,99,h,0.348275,1,2,74,0,74,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.05083,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,75,1,6,99,99,u,1.05083,1,2,75,0,75,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.50055,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,76,1,6,99,99,h,0.50055,1,2,76,0,76,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,2.148705,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,77,1,6,99,99,u,2.148705,1,2,77,0,77,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.871375,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,78,1,6,99,99,h,0.871375,1,2,78,0,78,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,1.127205,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,79,1,6,99,99,h,1.127205,1,2,79,0,79,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,0.893275,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,80,1,6,99,99,h,0.893275,0,2,80,0,80,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,2.71854,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,81,1,6,99,99,i,2.71854,1,2,81,0,81,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.4925,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,82,1,6,99,99,i,0.4925,1,2,82,0,82,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,2.109655,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,83,1,6,99,99,h,2.109655,0,2,83,0,83,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,1.270785,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,84,1,6,99,99,h,1.270785,1,2,84,0,84,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.03393,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,85,1,6,99,99,i,1.03393,1,2,85,0,85,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.985145,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,86,1,6,99,99,h,0.985145,1,2,86,0,86,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,3.17751,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,87,1,6,99,99,i,3.17751,1,2,87,0,87,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.045045,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,88,1,6,99,99,u,1.045045,1,2,88,0,88,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,1.70844,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,89,1,6,99,99,h,1.70844,0,2,89,0,89,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.648675,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,90,1,6,99,99,u,0.648675,1,2,90,0,90,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.672225,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,91,1,6,99,99,i,1.672225,1,2,91,0,91,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,1.08126,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,92,1,6,99,99,h,1.08126,1,2,92,0,92,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.896685,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,93,1,6,99,99,u,0.896685,1,2,93,0,93,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.75275,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,94,1,6,99,99,u,0.75275,1,2,94,0,94,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.47356,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,95,1,6,99,99,u,0.47356,1,2,95,0,95,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.52818,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,96,1,6,99,99,h,0.52818,1,2,96,0,96,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.83782,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,97,1,6,99,99,h,0.83782,1,2,97,0,97,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,1.01948,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,98,1,6,99,99,h,1.01948,1,2,98,0,98,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.583465,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,99,1,6,99,99,i,0.583465,1,2,99,0,99,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.65491,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,100,1,6,99,99,i,0.65491,1,2,100,0,100,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.435225,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,101,1,6,99,99,i,0.435225,1,2,101,0,101,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.90528,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,102,1,6,99,99,i,0.90528,1,2,102,0,102,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.67819,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,103,1,6,99,99,h,0.67819,1,2,103,0,103,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.837165,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,104,1,6,99,99,h,0.837165,1,2,104,0,104,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.83386,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,105,1,6,99,99,i,0.83386,1,2,105,0,105,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,1.346375,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,106,1,6,99,99,h,1.346375,0,2,106,0,106,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.718905,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,107,1,6,99,99,u,0.718905,1,2,107,0,107,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.64096,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,108,1,6,99,99,h,0.64096,1,2,108,0,108,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.92927,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,109,1,6,99,99,i,0.92927,1,2,109,0,109,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.660495,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,110,1,6,99,99,u,0.660495,1,2,110,0,110,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.6854,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,111,1,6,99,99,i,0.6854,1,2,111,0,111,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.61084,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,112,1,6,99,99,u,0.61084,1,2,112,0,112,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.393025,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,113,1,6,99,99,h,0.393025,1,2,113,0,113,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.584165,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,114,1,6,99,99,u,0.584165,1,2,114,0,114,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.587555,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,115,1,6,99,99,h,0.587555,1,2,115,0,115,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.5665,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,116,1,6,99,99,u,0.5665,1,2,116,0,116,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.58353,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,117,1,6,99,99,i,0.58353,1,2,117,0,117,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.544955,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,118,1,6,99,99,h,0.544955,1,2,118,0,118,0,1,,,,,
