Ctx_Color_List,stim_key_map_ctx1,stim_key_map_ctx2,stim_key_remap_ctx1,stim_key_remap_ctx2,Import_File.thisRepN,Import_File.thisTrialN,Import_File.thisN,Import_File.thisIndex,Import_File.ran,Stim,Ctx_Color,Key,KeyNum,imStim,X_Pos,Y_Pos,Hand,Check,Cross,participant,session,date,expName,psychopyVersion,OS,frameRate,Instr_RT_Old_Press.keys,Instr_RT_Old_Press.rt,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,RT_Press.keys,RT_Press.corr,RT_Press.rt,Symbol,Shape,Ctx,Color,Stim_Num,Key_Num,Stim_Type,True_Key,Block_Type,Remap,Repeat_Count,Trial_Count,Grp,Block_Num,Prep_Time,Ctx_Prep_Time,Actual_Press,RT,Correct,Session,RT_Old_Iter.thisRepN,RT_Old_Iter.thisTrialN,RT_Old_Iter.thisN,RT_Old_Iter.thisIndex,RT_Old_Iter.ran,RT_Old_Block.thisRepN,RT_Old_Block.thisTrialN,RT_Old_Block.thisN,RT_Old_Block.thisIndex,RT_Old_Block.ran
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,h,103.05534,i,1,0.60106,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,0,1,3,99,99,i,0.60106,1,2,0,0,0,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.750365,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,1,1,3,99,99,u,0.750365,1,2,1,0,1,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,0,0.717115,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,2,1,3,99,99,u,0.717115,0,2,2,0,2,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.619995,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,3,1,3,99,99,h,0.619995,1,2,3,0,3,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.59584,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,4,1,3,99,99,u,0.59584,1,2,4,0,4,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.568545,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,5,1,3,99,99,h,0.568545,1,2,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.743795,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,6,1,3,99,99,i,0.743795,1,2,6,0,6,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.95033,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,7,1,3,99,99,u,0.95033,1,2,7,0,7,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.808315,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,8,1,3,99,99,i,0.808315,1,2,8,0,8,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.39988,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,9,1,3,99,99,i,0.39988,1,2,9,0,9,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.950285,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,10,1,3,99,99,h,0.950285,1,2,10,0,10,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,1.86751,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,11,1,3,99,99,h,1.86751,0,2,11,0,11,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.553535,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,12,1,3,99,99,u,0.553535,1,2,12,0,12,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.391685,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,13,1,3,99,99,u,0.391685,1,2,13,0,13,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.575135,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,14,1,3,99,99,i,0.575135,1,2,14,0,14,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.50295,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,15,1,3,99,99,h,0.50295,1,2,15,0,15,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.666825,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,16,1,3,99,99,u,0.666825,1,2,16,0,16,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.70412,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,17,1,3,99,99,i,0.70412,1,2,17,0,17,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.500985,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,18,1,3,99,99,i,0.500985,1,2,18,0,18,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.710615,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,19,1,3,99,99,u,0.710615,1,2,19,0,19,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.58356,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,20,1,3,99,99,h,0.58356,1,2,20,0,20,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,0,1.36087,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,21,1,3,99,99,i,1.36087,0,2,21,0,21,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,1.885765,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,22,1,3,99,99,h,1.885765,1,2,22,0,22,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,0,0.67365,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,23,1,3,99,99,u,0.67365,0,2,23,0,23,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,0.89522,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,24,1,3,99,99,h,0.89522,0,2,24,0,24,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.71659,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,25,1,3,99,99,i,0.71659,1,2,25,0,25,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.730195,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,26,1,3,99,99,h,0.730195,1,2,26,0,26,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.824055,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,27,1,3,99,99,h,0.824055,1,2,27,0,27,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.196695,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,28,1,3,99,99,u,1.196695,1,2,28,0,28,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.688485,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,29,1,3,99,99,i,0.688485,1,2,29,0,29,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.92065,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,30,1,3,99,99,u,0.92065,1,2,30,0,30,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,0,0.679725,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,31,1,3,99,99,i,0.679725,0,2,31,0,31,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.79007,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,32,1,3,99,99,i,0.79007,1,2,32,0,32,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.579865,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,33,1,3,99,99,h,0.579865,1,2,33,0,33,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.67965,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,34,1,3,99,99,i,0.67965,1,2,34,0,34,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.769045,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,35,1,3,99,99,u,0.769045,1,2,35,0,35,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.60121,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,36,1,3,99,99,i,0.60121,1,2,36,0,36,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.72632,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,37,1,3,99,99,u,0.72632,1,2,37,0,37,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.46012,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,38,1,3,99,99,h,0.46012,1,2,38,0,38,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.64414,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,39,1,3,99,99,i,0.64414,1,2,39,0,39,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.4227,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,40,1,3,99,99,u,0.4227,1,2,40,0,40,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.49565,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,41,1,3,99,99,h,0.49565,1,2,41,0,41,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.439725,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,42,1,3,99,99,u,0.439725,1,2,42,0,42,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.486605,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,43,1,3,99,99,i,0.486605,1,2,43,0,43,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.401395,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,44,1,3,99,99,i,0.401395,1,2,44,0,44,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.471,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,45,1,3,99,99,i,0.471,1,2,45,0,45,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.50905,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,46,1,3,99,99,u,0.50905,1,2,46,0,46,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.44059,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,47,1,3,99,99,u,0.44059,1,2,47,0,47,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.450265,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,48,1,3,99,99,h,0.450265,1,2,48,0,48,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.792785,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,49,1,3,99,99,h,0.792785,1,2,49,0,49,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.6709,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,50,1,3,99,99,i,0.6709,1,2,50,0,50,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.78497,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,51,1,3,99,99,h,0.78497,1,2,51,0,51,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,1.873045,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,52,1,3,99,99,h,1.873045,1,2,52,0,52,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.572935,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,53,1,3,99,99,u,0.572935,1,2,53,0,53,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.457985,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,54,1,3,99,99,u,0.457985,1,2,54,0,54,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.489015,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,55,1,3,99,99,u,1.489015,1,2,55,0,55,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.635795,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,56,1,3,99,99,h,0.635795,1,2,56,0,56,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,0,0.634105,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,57,1,3,99,99,u,0.634105,0,2,57,0,57,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.709645,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,58,1,3,99,99,h,0.709645,1,2,58,0,58,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.03732,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,59,1,3,99,99,i,1.03732,1,2,59,0,59,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.03447,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,60,1,3,99,99,u,1.03447,1,2,60,0,60,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.65802,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,61,1,3,99,99,h,0.65802,1,2,61,0,61,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.225195,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,62,1,3,99,99,u,1.225195,1,2,62,0,62,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.551145,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,63,1,3,99,99,h,0.551145,1,2,63,0,63,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.577665,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,64,1,3,99,99,i,0.577665,1,2,64,0,64,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,1.33765,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,65,1,3,99,99,h,1.33765,1,2,65,0,65,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.614255,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,66,1,3,99,99,h,0.614255,1,2,66,0,66,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.72685,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,67,1,3,99,99,u,0.72685,1,2,67,0,67,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.5539,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,68,1,3,99,99,i,0.5539,1,2,68,0,68,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.857725,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,69,1,3,99,99,u,0.857725,1,2,69,0,69,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,0.57118,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,70,1,3,99,99,h,0.57118,0,2,70,0,70,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.184135,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,71,1,3,99,99,i,1.184135,1,2,71,0,71,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.524515,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,72,1,3,99,99,h,0.524515,1,2,72,0,72,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.236435,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,73,1,3,99,99,i,1.236435,1,2,73,0,73,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,1.90575,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,74,1,3,99,99,h,1.90575,1,2,74,0,74,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.666955,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,75,1,3,99,99,i,0.666955,1,2,75,0,75,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.835915,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,76,1,3,99,99,u,0.835915,1,2,76,0,76,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.72466,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,77,1,3,99,99,h,0.72466,1,2,77,0,77,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.83852,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,78,1,3,99,99,u,0.83852,1,2,78,0,78,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.953365,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,79,1,3,99,99,i,0.953365,1,2,79,0,79,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.45118,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,80,1,3,99,99,i,0.45118,1,2,80,0,80,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.346915,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,81,1,3,99,99,u,1.346915,1,2,81,0,81,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,1.574785,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,82,1,3,99,99,h,1.574785,1,2,82,0,82,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,0,0.833365,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,83,1,3,99,99,i,0.833365,0,2,83,0,83,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.665595,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,84,1,3,99,99,u,0.665595,1,2,84,0,84,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.79428,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,85,1,3,99,99,h,0.79428,1,2,85,0,85,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.66681,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,86,1,3,99,99,u,0.66681,1,2,86,0,86,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.6724,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,87,1,3,99,99,i,0.6724,1,2,87,0,87,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.62049,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,88,1,3,99,99,h,0.62049,1,2,88,0,88,0,1,,,,,
