Ctx_Color_List,stim_key_map_ctx1,stim_key_map_ctx2,stim_key_remap_ctx1,stim_key_remap_ctx2,Import_File.thisRepN,Import_File.thisTrialN,Import_File.thisN,Import_File.thisIndex,Import_File.ran,Stim,Ctx_Color,Key,KeyNum,imStim,X_Pos,Y_Pos,Hand,Check,Cross,participant,session,date,expName,psychopyVersion,OS,frameRate,Instr_RT_Old_Press.keys,Instr_RT_Old_Press.rt,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,RT_Press.keys,RT_Press.corr,RT_Press.rt,Symbol,Shape,Ctx,Color,Stim_Num,Key_Num,Stim_Type,True_Key,Block_Type,Remap,Repeat_Count,Trial_Count,Grp,Block_Num,Prep_Time,Ctx_Prep_Time,Actual_Press,RT,Correct,Session,RT_Old_Iter.thisRepN,RT_Old_Iter.thisTrialN,RT_Old_Iter.thisN,RT_Old_Iter.thisIndex,RT_Old_Iter.ran,RT_Old_Block.thisRepN,RT_Old_Block.thisTrialN,RT_Old_Block.thisN,RT_Old_Block.thisIndex,RT_Old_Block.ran,Instr_End_Exp_Key.keys,Instr_End_Exp_Key.rt
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,0.552375,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,19,1,3,99,99,h,0.552375,0,4,19,0,19,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.861345,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,20,1,3,99,99,i,0.861345,1,4,20,0,20,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.514765,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,21,1,3,99,99,h,0.514765,1,4,21,0,21,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.912605,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,22,1,3,99,99,h,0.912605,1,4,22,0,22,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,0,0.573745,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,23,1,3,99,99,i,0.573745,0,4,23,0,23,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,0,0.574585,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,24,1,3,99,99,u,0.574585,0,4,24,0,24,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.74865,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,25,1,3,99,99,h,0.74865,1,4,25,0,25,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.58508,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,26,1,3,99,99,u,0.58508,1,4,26,0,26,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,0.552155,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,27,1,3,99,99,h,0.552155,0,4,27,0,27,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.63079,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,28,1,3,99,99,i,0.63079,1,4,28,0,28,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.59555,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,29,1,3,99,99,h,0.59555,1,4,29,0,29,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.414325,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,30,1,3,99,99,h,0.414325,1,4,30,0,30,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.718535,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,31,1,3,99,99,u,0.718535,1,4,31,0,31,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.50552,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,32,1,3,99,99,i,0.50552,1,4,32,0,32,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,0.52921,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,33,1,3,99,99,h,0.52921,0,4,33,0,33,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.727485,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,34,1,3,99,99,h,0.727485,1,4,34,0,34,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.515925,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,35,1,3,99,99,u,0.515925,1,4,35,0,35,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.586775,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,36,1,3,99,99,h,0.586775,1,4,36,0,36,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.90966,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,37,1,3,99,99,h,0.90966,1,4,37,0,37,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.608155,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,38,1,3,99,99,i,0.608155,1,4,38,0,38,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.297655,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,39,1,3,99,99,u,1.297655,1,4,39,0,39,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.792915,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,40,1,3,99,99,i,0.792915,1,4,40,0,40,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,0.9368,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,41,1,3,99,99,h,0.9368,0,4,41,0,41,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.66892,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,42,1,3,99,99,i,0.66892,1,4,42,0,42,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.81395,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,43,1,3,99,99,u,0.81395,1,4,43,0,43,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.75024,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,44,1,3,99,99,i,0.75024,1,4,44,0,44,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.635875,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,45,1,3,99,99,u,0.635875,1,4,45,0,45,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,2.48356,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,46,1,3,99,99,h,2.48356,1,4,46,0,46,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.613945,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,47,1,3,99,99,h,0.613945,1,4,47,0,47,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.63438,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,48,1,3,99,99,i,0.63438,1,4,48,0,48,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.768095,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,49,1,3,99,99,u,0.768095,1,4,49,0,49,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.491515,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,50,1,3,99,99,h,0.491515,1,4,50,0,50,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.63238,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,51,1,3,99,99,i,0.63238,1,4,51,0,51,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.53072,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,52,1,3,99,99,u,0.53072,1,4,52,0,52,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.55215,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,53,1,3,99,99,h,0.55215,1,4,53,0,53,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,0.893475,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,54,1,3,99,99,h,0.893475,0,4,54,0,54,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.768855,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,55,1,3,99,99,u,0.768855,1,4,55,0,55,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.89773,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,56,1,3,99,99,h,0.89773,1,4,56,0,56,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,0,0.649595,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,57,1,3,99,99,u,0.649595,0,4,57,0,57,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.88026,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,58,1,3,99,99,i,0.88026,1,4,58,0,58,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,1.01228,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,59,1,3,99,99,h,1.01228,1,4,59,0,59,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.62749,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,60,1,3,99,99,u,0.62749,1,4,60,0,60,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.64717,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,61,1,3,99,99,u,0.64717,1,4,61,0,61,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,2.455945,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,62,1,3,99,99,h,2.455945,0,4,62,0,62,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.80667,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,63,1,3,99,99,i,0.80667,1,4,63,0,63,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.832655,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,64,1,3,99,99,h,0.832655,1,4,64,0,64,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.729355,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,65,1,3,99,99,h,0.729355,1,4,65,0,65,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.60584,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,66,1,3,99,99,i,0.60584,1,4,66,0,66,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.62952,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,67,1,3,99,99,u,0.62952,1,4,67,0,67,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.88161,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,68,1,3,99,99,i,0.88161,1,4,68,0,68,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.760585,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,69,1,3,99,99,i,0.760585,1,4,69,0,69,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.912905,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,70,1,3,99,99,h,0.912905,1,4,70,0,70,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.8732,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,71,1,3,99,99,h,0.8732,1,4,71,0,71,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.370985,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,72,1,3,99,99,u,0.370985,1,4,72,0,72,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.623535,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,73,1,3,99,99,i,0.623535,1,4,73,0,73,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.37925,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,74,1,3,99,99,i,0.37925,1,4,74,0,74,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.40011,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,75,1,3,99,99,i,0.40011,1,4,75,0,75,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.753345,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,76,1,3,99,99,u,0.753345,1,4,76,0,76,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.824055,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,77,1,3,99,99,u,0.824055,1,4,77,0,77,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,1.01507,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,78,1,3,99,99,h,1.01507,1,4,78,0,78,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.781875,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,79,1,3,99,99,i,0.781875,1,4,79,0,79,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.620765,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,80,1,3,99,99,h,0.620765,1,4,80,0,80,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.75174,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,81,1,3,99,99,h,0.75174,1,4,81,0,81,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,0,0.715755,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,82,1,3,99,99,i,0.715755,0,4,82,0,82,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.216695,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,83,1,3,99,99,u,1.216695,1,4,83,0,83,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.908295,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,84,1,3,99,99,i,0.908295,1,4,84,0,84,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.53613,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,85,1,3,99,99,u,0.53613,1,4,85,0,85,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,0.70427,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,86,1,3,99,99,h,0.70427,0,4,86,0,86,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.03352,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,87,1,3,99,99,u,1.03352,1,4,87,0,87,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.817755,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,88,1,3,99,99,h,0.817755,1,4,88,0,88,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,5.15115,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,89,1,3,99,99,h,5.15115,1,4,89,0,89,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,1.01558,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,90,1,3,99,99,h,1.01558,1,4,90,0,90,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.66454,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,91,1,3,99,99,u,0.66454,1,4,91,0,91,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.81202,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,92,1,3,99,99,u,1.81202,1,4,92,0,92,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,2.000955,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,93,1,3,99,99,h,2.000955,1,4,93,0,93,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.77086,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,94,1,3,99,99,u,0.77086,1,4,94,0,94,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.73791,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,95,1,3,99,99,i,0.73791,1,4,95,0,95,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,0.789155,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,96,1,3,99,99,h,0.789155,0,4,96,0,96,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.67039,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,97,1,3,99,99,h,0.67039,1,4,97,0,97,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.41708,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,98,1,3,99,99,h,0.41708,1,4,98,0,98,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.781745,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,99,1,3,99,99,i,0.781745,1,4,99,0,99,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.517565,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,100,1,3,99,99,u,0.517565,1,4,100,0,100,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.971775,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,101,1,3,99,99,i,0.971775,1,4,101,0,101,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.13012,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,102,1,3,99,99,i,1.13012,1,4,102,0,102,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.11281,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,103,1,3,99,99,i,1.11281,1,4,103,0,103,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.44844,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,104,1,3,99,99,i,0.44844,1,4,104,0,104,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.69028,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,105,1,3,99,99,h,0.69028,1,4,105,0,105,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,4,2021-01-11_00h44.10.845,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.004825,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,106,1,3,99,99,i,1.004825,1,4,106,0,106,0,1,,,,,,,
