Ctx_Color_List,stim_key_map_ctx1,stim_key_map_ctx2,stim_key_remap_ctx1,stim_key_remap_ctx2,Import_File.thisRepN,Import_File.thisTrialN,Import_File.thisN,Import_File.thisIndex,Import_File.ran,Stim,Ctx_Color,Key,KeyNum,imStim,X_Pos,Y_Pos,Hand,Check,Cross,participant,session,date,expName,psychopyVersion,OS,frameRate,Instr_RT_Old_Press.keys,Instr_RT_Old_Press.rt,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,RT_Press.keys,RT_Press.corr,RT_Press.rt,Symbol,Shape,Ctx,Color,Stim_Num,Key_Num,Stim_Type,True_Key,Block_Type,Remap,Repeat_Count,Trial_Count,Grp,Block_Num,Prep_Time,Ctx_Prep_Time,Actual_Press,RT,Correct,Session,RT_Old_Iter.thisRepN,RT_Old_Iter.thisTrialN,RT_Old_Iter.thisN,RT_Old_Iter.thisIndex,RT_Old_Iter.ran,RT_Old_Block.thisRepN,RT_Old_Block.thisTrialN,RT_Old_Block.thisN,RT_Old_Block.thisIndex,RT_Old_Block.ran,Instr_TR_Old_Press.keys,Instr_TR_Old_Press.rt,TR_Press.keys,TR_Press.corr,TR_Press.rt,TR_Feedback_Old_Bool.thisRepN,TR_Feedback_Old_Bool.thisTrialN,TR_Feedback_Old_Bool.thisN,TR_Feedback_Old_Bool.thisIndex,TR_Feedback_Old_Bool.ran,TR_Old_Iter.thisRepN,TR_Old_Iter.thisTrialN,TR_Old_Iter.thisN,TR_Old_Iter.thisIndex,TR_Old_Iter.ran,TR_Old_Block.thisRepN,TR_Old_Block.thisTrialN,TR_Old_Block.thisN,TR_Old_Block.thisIndex,TR_Old_Block.ran,TR_Penalty_Press.keys,TR_Penalty_Press.rt,TR_Penalty_Old_Bool.thisRepN,TR_Penalty_Old_Bool.thisTrialN,TR_Penalty_Old_Bool.thisN,TR_Penalty_Old_Bool.thisIndex,TR_Penalty_Old_Bool.ran,Instr_End_Exp_Key.keys,Instr_End_Exp_Key.rt
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.648205,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,11,2,1,99,99,i,0.648205,1,3,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.53217,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,12,2,1,99,99,h,0.53217,1,3,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.660275,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,13,2,1,99,99,h,0.660275,1,3,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.663175,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,14,2,1,99,99,u,0.663175,1,3,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.493785,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,15,2,1,99,99,h,0.493785,1,3,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.51773,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,16,2,1,99,99,u,0.51773,1,3,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.45258,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,17,2,1,99,99,i,0.45258,1,3,17,0,17,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.56769,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,18,2,1,99,99,h,0.56769,1,3,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,0,0.501015,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,19,2,1,99,99,u,0.501015,0,3,19,0,19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.500985,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,20,2,1,99,99,i,0.500985,1,3,20,0,20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.517585,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,21,2,1,99,99,u,0.517585,1,3,21,0,21,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.604105,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,22,2,1,99,99,i,0.604105,1,3,22,0,22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.651745,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,23,2,1,99,99,u,0.651745,1,3,23,0,23,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.73657,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,24,2,1,99,99,u,0.73657,1,3,24,0,24,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.567875,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,25,2,1,99,99,i,0.567875,1,3,25,0,25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.46907,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,26,2,1,99,99,h,0.46907,1,3,26,0,26,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.821935,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,27,2,1,99,99,u,0.821935,1,3,27,0,27,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.61787,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,28,2,1,99,99,h,0.61787,1,3,28,0,28,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.72131,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,29,2,1,99,99,i,0.72131,1,3,29,0,29,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.55377,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,30,2,1,99,99,h,0.55377,1,3,30,0,30,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.553765,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,31,2,1,99,99,u,0.553765,1,3,31,0,31,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.680675,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,32,2,1,99,99,u,0.680675,1,3,32,0,32,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.504565,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,33,2,1,99,99,h,0.504565,1,3,33,0,33,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.78188,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,34,2,1,99,99,i,0.78188,1,3,34,0,34,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.568615,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,35,2,1,99,99,i,0.568615,1,3,35,0,35,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.751005,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,36,2,1,99,99,i,0.751005,1,3,36,0,36,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,0,0.501005,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,37,2,1,99,99,u,0.501005,0,3,37,0,37,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.450885,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,38,2,1,99,99,h,0.450885,1,3,38,0,38,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.884475,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,39,2,1,99,99,u,0.884475,1,3,39,0,39,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.58444,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,40,2,1,99,99,u,0.58444,1,3,40,0,40,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.534465,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,41,2,1,99,99,h,0.534465,1,3,41,0,41,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.48441,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,42,2,1,99,99,h,0.48441,1,3,42,0,42,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.617825,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,43,2,1,99,99,i,0.617825,1,3,43,0,43,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.634395,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,44,2,1,99,99,h,0.634395,1,3,44,0,44,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.56744,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,45,2,1,99,99,u,0.56744,1,3,45,0,45,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.534325,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,46,2,1,99,99,h,0.534325,1,3,46,0,46,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.551115,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,47,2,1,99,99,i,0.551115,1,3,47,0,47,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,0,1.101145,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,48,2,1,99,99,u,1.101145,0,3,48,0,48,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.567435,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,49,2,1,99,99,u,0.567435,1,3,49,0,49,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.43464,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,50,2,1,99,99,h,0.43464,1,3,50,0,50,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.75122,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,51,2,1,99,99,u,0.75122,1,3,51,0,51,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.78431,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,52,2,1,99,99,u,0.78431,1,3,52,0,52,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.66763,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,53,2,1,99,99,i,0.66763,1,3,53,0,53,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.6175,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,54,2,1,99,99,i,0.6175,1,3,54,0,54,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.484165,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,55,2,1,99,99,h,0.484165,1,3,55,0,55,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.57305,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,56,2,1,99,99,u,0.57305,1,3,56,0,56,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.686105,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,57,2,1,99,99,u,0.686105,1,3,57,0,57,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.601535,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,58,2,1,99,99,h,0.601535,1,3,58,0,58,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,2.26833,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,59,2,1,99,99,i,2.26833,1,3,59,0,59,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.49863,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,60,2,1,99,99,h,0.49863,1,3,60,0,60,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.52031,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,61,2,1,99,99,u,0.52031,1,3,61,0,61,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,2021-01-10_12h24.04.851,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.61799,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,62,2,1,99,99,u,0.61799,1,3,62,0,62,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
