Ctx_Color_List,stim_key_map_ctx1,stim_key_map_ctx2,stim_key_remap_ctx1,stim_key_remap_ctx2,Import_File.thisRepN,Import_File.thisTrialN,Import_File.thisN,Import_File.thisIndex,Import_File.ran,Stim,Ctx_Color,Key,KeyNum,imStim,X_Pos,Y_Pos,Hand,Check,Cross,participant,session,date,expName,psychopyVersion,OS,frameRate,Instr_RT_Old_Press.keys,Instr_RT_Old_Press.rt,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,RT_Press.keys,RT_Press.corr,RT_Press.rt,Symbol,Shape,Ctx,Color,Stim_Num,Key_Num,Stim_Type,True_Key,Block_Type,Remap,Repeat_Count,Trial_Count,Grp,Block_Num,Prep_Time,Ctx_Prep_Time,Actual_Press,RT,Correct,Session,RT_Old_Iter.thisRepN,RT_Old_Iter.thisTrialN,RT_Old_Iter.thisN,RT_Old_Iter.thisIndex,RT_Old_Iter.ran,RT_Old_Block.thisRepN,RT_Old_Block.thisTrialN,RT_Old_Block.thisN,RT_Old_Block.thisIndex,RT_Old_Block.ran,Instr_End_Exp_Key.keys,Instr_End_Exp_Key.rt
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.58448,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,42,2,1,99,99,i,0.58448,1,4,42,0,42,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.51733,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,43,2,1,99,99,h,0.51733,1,4,43,0,43,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.917625,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,44,2,1,99,99,i,0.917625,1,4,44,0,44,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.785495,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,45,2,1,99,99,u,0.785495,1,4,45,0,45,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.504035,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,46,2,1,99,99,h,0.504035,1,4,46,0,46,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.42194,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,47,2,1,99,99,h,0.42194,1,4,47,0,47,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.685275,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,48,2,1,99,99,u,0.685275,1,4,48,0,48,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.60311,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,49,2,1,99,99,i,0.60311,1,4,49,0,49,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.51908,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,50,2,1,99,99,h,0.51908,1,4,50,0,50,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.869735,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,51,2,1,99,99,i,0.869735,1,4,51,0,51,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.55243,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,52,2,1,99,99,u,0.55243,1,4,52,0,52,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.68623,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,53,2,1,99,99,u,0.68623,1,4,53,0,53,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.64979,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,54,2,1,99,99,i,0.64979,1,4,54,0,54,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.619245,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,55,2,1,99,99,u,0.619245,1,4,55,0,55,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.584675,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,56,2,1,99,99,i,0.584675,1,4,56,0,56,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.50123,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,57,2,1,99,99,h,0.50123,1,4,57,0,57,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.369195,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,58,2,1,99,99,h,0.369195,1,4,58,0,58,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.73448,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,59,2,1,99,99,u,0.73448,1,4,59,0,59,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.5699,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,60,2,1,99,99,i,0.5699,1,4,60,0,60,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.75367,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,61,2,1,99,99,i,0.75367,1,4,61,0,61,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.584375,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,62,2,1,99,99,u,0.584375,1,4,62,0,62,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.602345,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,63,2,1,99,99,u,0.602345,1,4,63,0,63,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.76523,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,64,2,1,99,99,u,0.76523,1,4,64,0,64,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.367345,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,65,2,1,99,99,h,0.367345,1,4,65,0,65,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.735165,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,66,2,1,99,99,u,0.735165,1,4,66,0,66,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.593125,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,67,2,1,99,99,h,0.593125,1,4,67,0,67,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.634295,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,68,2,1,99,99,i,0.634295,1,4,68,0,68,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.050925,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,69,2,1,99,99,i,1.050925,1,4,69,0,69,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.484835,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,70,2,1,99,99,h,0.484835,1,4,70,0,70,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.484355,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,71,2,1,99,99,h,0.484355,1,4,71,0,71,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.50102,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,72,2,1,99,99,u,0.50102,1,4,72,0,72,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.51767,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,73,2,1,99,99,h,0.51767,1,4,73,0,73,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.57038,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,74,2,1,99,99,u,0.57038,1,4,74,0,74,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.45385,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,75,2,1,99,99,h,0.45385,1,4,75,0,75,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.71967,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,76,2,1,99,99,i,0.71967,1,4,76,0,76,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.51832,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,77,2,1,99,99,h,0.51832,1,4,77,0,77,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.68443,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,78,2,1,99,99,i,0.68443,1,4,78,0,78,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,4,2021-01-11_12h39.10.663,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.567585,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,79,2,1,99,99,h,0.567585,1,4,79,0,79,0,1,,,,,,,
